date,state,sales,category,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,is_holiday
2020-03-05,Alabama,128066130.89999999,Beverages,126223851.2090909,115170173.06363636,116220673.43333334,122539291.82727273,3979778.990241411,3,3,0
2020-03-15,Alabama,132632134.0,Beverages,132175533.69,129435931.83,113534574.5,131262333.07000001,986369.4039724575,6,3,0
2020-03-22,Alabama,127145065.2,Beverages,127928932.17142858,132632134.0,107685785.15714286,129496666.11428571,1693346.1946240398,6,3,0
2020-03-29,Alabama,116657084.0,Beverages,118155367.02857143,127145065.2,117012452.75454545,121151933.08571427,3236661.2669987013,6,3,0
2020-04-10,Alabama,133713630.0,Beverages,132292251.16666667,123763978.16666667,130805732.75999999,129449493.5,3070529.2176790778,4,4,1
2020-04-19,Alabama,117742073.2,Beverages,119516690.62222223,130164395.15555556,128712799.14285715,123065925.46666667,3833611.784099568,6,4,0
2020-04-26,Alabama,118114595.0,Beverages,118061377.6,117742073.2,119653650.05714285,117954942.79999998,114962.72335046386,6,4,0
2020-05-01,Alabama,104239954.19999999,Beverages,107014882.35999998,118008160.2,120921220.5,112160717.88571428,5406396.048068497,4,5,0
2020-05-04,Alabama,123259529.2,Beverages,116919670.86666666,115339666.84,125185357.0,112052628.33714285,6367250.57758196,0,5,0
2020-05-07,Alabama,138414683.20000002,Beverages,133362965.20000002,107014882.35999998,129449493.5,122155408.91428573,12325161.573642494,3,5,1
2020-05-17,Alabama,130340051.0,Beverages,131147514.22,135992293.54000002,121291308.04444444,132762440.66000001,1744319.9174396822,6,5,0
2020-05-24,Alabama,134708618.7,Beverages,134084537.6,130340051.0,118008160.2,132836375.39999999,1348169.2612913265,6,5,0
2020-05-31,Alabama,129887876.9,Beverages,130576554.3,134708618.7,104239954.19999999,131953909.10000001,1487713.218083643,6,5,0
2020-06-09,Alabama,137905687.0,Beverages,137014819.2111111,131669612.47777778,135992293.54000002,135233083.63333333,1924494.3787834255,1,6,0
2020-06-12,Alabama,116104621.0,Beverages,123371643.0,134342215.84444445,133569903.88000001,130913210.03809524,8248054.51688757,4,6,0
2020-06-14,Alabama,131401892.69999999,Beverages,123753256.85,136123951.42222223,131954977.44,128598654.965873,7920152.253939785,6,6,0
2020-06-21,Alabama,133712552.30000001,Beverages,133382458.07142858,131401892.69999999,133460456.49999999,132722269.61428571,713085.0338022518,6,6,0
2020-06-28,Alabama,132320128.4,Beverages,132519046.10000001,133712552.30000001,131265231.7,132916881.5,429711.344671375,6,6,0
2020-07-06,Alabama,132304540.80000001,Beverages,132306489.25000001,132318179.95,135233083.63333333,132310386.15,4209.132762564185,0,7,0
2020-07-19,Alabama,133548791.3,Beverages,133453079.72307692,132878810.26153846,133052363.84285715,133261656.56923078,206760.63728470964,6,7,0
2020-07-26,Alabama,132657648.5,Beverages,132784954.61428571,133548791.3,132717963.80000001,133039566.84285714,275012.6386642352,6,7,0
2020-08-03,Alabama,119441834.4,Beverages,121093811.16250001,131005671.7375,132308437.70000002,124397764.6875,3568677.6791856233,0,8,0
2020-08-11,Alabama,120902500.10000001,Beverages,120719916.8875,119624417.61250001,132878810.26153846,120354750.4625,394424.81869557995,1,8,0
2020-08-16,Alabama,137880677.4,Beverages,134485041.94,120537333.67500001,133357368.14615385,128152778.48392858,6661284.784293434,6,8,0
2020-08-23,Alabama,131642694.8,Beverages,132533835.17142858,137880677.4,132912260.72857143,134316115.91428572,1925083.2243696554,6,8,0
2020-08-30,Alabama,128713002.0,Beverages,129131529.54285714,131642694.8,124397764.6875,129968584.62857144,904122.8267978335,6,8,1
2020-09-02,Alabama,109022481.6,Beverages,115585988.39999999,130387112.17142858,119441834.4,123445876.92244898,8280184.874857146,2,9,0
2020-09-08,Alabama,137744835.29999998,Beverages,132957776.35,115585988.39999999,120537333.67500001,123383658.45,10341229.25431401,1,9,0
2020-09-13,Alabama,134469487.7,Beverages,135124557.22,128170717.39999999,131089406.48,135657249.33571428,1633565.1943214359,6,9,0
2020-09-20,Alabama,129079259.8,Beverages,129849292.35714285,134469487.7,133424975.54285714,131389357.47142856,1663460.4440571312,6,9,0
2020-09-27,Alabama,127614100.1,Beverages,127823408.62857142,129079259.8,129550057.08571428,128242025.68571427,452158.0998745727,6,9,0
2020-10-05,Alabama,127906087.0,Beverages,127869588.6375,127650598.46249999,123383658.44999999,127796591.91250001,78845.4744012549,0,10,0
2020-10-18,Alabama,122464549.6,Beverages,122883129.39999999,125394608.2,130619324.9142857,123720289.0,904235.7151280725,6,10,0
2020-10-25,Alabama,121301024.5,Beverages,121467242.37142856,122464549.6,128032717.15714285,121799678.11428571,359071.64138373086,6,10,1
2020-11-10,Alabama,128170885.8,Beverages,127741519.46875,125165321.48125,125394608.2,126882786.80624999,927537.2858168788,1,11,0
2020-11-15,Alabama,117987142.39999999,Beverages,120023891.08,127312153.1375,123301709.19999999,123745086.29553571,3899346.780164302,6,11,0
2020-11-22,Alabama,124645965.39999999,Beverages,123694704.97142856,117987142.39999999,121633460.24285714,121792184.11428571,2054957.3914082162,6,11,0
2020-11-29,Alabama,118491656.0,Beverages,119370843.05714285,124645965.39999999,123447856.15625,121129217.17142858,1899261.1142452827,6,11,0
2020-12-01,Alabama,108717628.39999999,Beverages,113604642.19999999,122887591.28571428,124306588.81875,117653203.02448978,4790313.004828268,1,12,0
2020-12-04,Alabama,117506178.89999999,Beverages,114576662.06666666,120250030.11428571,125594687.8125,114844965.12244897,3878244.4275977383,4,12,0
2020-12-07,Alabama,129799792.9,Beverages,125701921.56666666,113604642.19999999,126882786.80624999,118507625.61428571,7618228.01058794,0,12,0
2020-12-13,Alabama,116502691.2,Beverages,118718874.81666666,125701921.56666666,122060639.75999999,123151242.05,4787503.786558367,6,12,0
2020-12-20,Alabama,122244235.89999999,Beverages,121424015.22857141,116502691.2,122743444.54285714,119783573.88571429,1771879.162333072,6,12,0
2020-12-27,Alabama,115522663.3,Beverages,116482887.95714286,122244235.89999999,120250030.11428571,118403337.27142856,2074322.33838589,6,12,0
2021-01-08,Alabama,146096097.7,Beverages,143548311.5,128261594.3,125367425.66666667,138452739.1,5503847.23906029,4,1,0
2021-01-17,Alabama,115816663.9,Beverages,119181045.43333334,139367334.63333333,120603794.55714285,125909808.5,7267894.776014709,6,1,0
2021-01-24,Alabama,113870547.8,Beverages,114148564.38571428,115816663.9,117443112.61428571,114704597.55714285,600584.4672850592,6,1,0
2021-01-31,Alabama,115802737.5,Beverages,115526710.4,113870547.8,128261594.3,114974656.2,596286.6869392317,6,1,0
2021-02-05,Alabama,134697460.0,Beverages,130918515.5,115250683.3,141000525.29999998,123861043.27142857,7426813.268976227,4,2,0
2021-02-14,Alabama,115644582.39999999,Beverages,117761568.8,130463487.2,122545426.96666667,121995541.60000001,4573213.306818133,6,2,0
2021-02-21,Alabama,112186374.5,Beverages,112680404.2,115644582.39999999,114426580.97142857,113668463.6,1067226.1276676953,6,2,0
2021-02-28,Alabama,124158003.39999999,Beverages,122447770.69999999,112186374.5,115250683.3,119027305.29999998,3694524.887545228,6,2,0
2021-03-01,Alabama,115331048.0,Beverages,124158003.39999999,113896607.2,115526710.4,119232225.41428569,3389724.5249413787,0,3,0
2021-03-10,Alabama,203436377.5,Beverages,193646896.44444445,134910010.1111111,128346500.8,174067934.3333333,21147696.097677372,2,3,0
2021-03-14,Alabama,143739697.79999998,Beverages,158663867.725,174067934.33333334,119878555.19999999,177920642.8690476,20831571.147713147,6,3,0
2021-03-21,Alabama,138119750.0,Beverages,138922599.68571427,143739697.79999998,113174433.89999999,140528299.05714285,1734353.5443035741,6,3,0
2021-03-28,Alabama,124801755.5,Beverages,126704326.14285713,138119750.0,120737538.0,130509467.42857143,4110022.3322528033,6,3,0
2021-04-04,Alabama,131843894.8,Beverages,130837874.89999999,124801755.5,154488972.2222222,128825835.1,2173251.369778096,6,4,0
2021-04-07,Alabama,150209238.5,Beverages,144087457.26666665,127819815.2,183857415.3888889,136228833.08571428,8208147.930818056,2,4,0
2021-04-18,Alabama,126192681.60000001,Beverages,128376004.95454547,141475945.0818182,139725449.37142858,132742651.66363637,4716517.50719514,6,4,0
2021-04-25,Alabama,127348327.7,Beverages,127183235.4,126192681.60000001,128606896.78571428,126853050.8,356640.1291899958,6,4,1
2021-05-09,Alabama,148892733.6,Beverages,147353847.4642857,138120530.65,145842591.79090908,144276075.19285715,3324374.0033130925,6,5,0
2021-05-12,Alabama,180600247.5,Beverages,170031076.2,142737189.05714285,139292621.72727272,156632978.0265306,14009984.824088171,2,5,0
2021-05-16,Alabama,135462841.6,Beverages,146747193.075,148892733.6,130559328.30909091,159950100.54999998,15240486.501353541,6,5,0
2021-05-23,Alabama,140446890.20000002,Beverages,139734883.25714287,135462841.6,127018143.10000001,138310869.37142858,1538110.7907067551,6,5,0
2021-05-30,Alabama,139935910.6,Beverages,140008907.68571427,140446890.20000002,135042758.37857142,140154901.85714287,157691.72807723048,6,5,0
2021-06-06,Alabama,140893518.3,Beverages,140756717.20000002,139935910.6,145814961.32857144,140483115.0,295524.1521152653,6,6,0
2021-06-13,Alabama,137083191.8,Beverages,137627524.15714288,140893518.3,158031544.55,138716188.87142858,1175892.2867974604,6,6,0
2021-06-20,Alabama,144489981.4,Beverages,143431868.6,137083191.8,139022876.31428573,141315643.0,2285784.895488335,6,6,0
2021-06-27,Alabama,140720825.5,Beverages,141259276.34285715,144489981.4,140081904.77142859,142336178.02857143,1163186.763798048,6,6,0
2021-07-02,Alabama,117468184.1,Beverages,122118712.38,141797727.18571427,140346313.9,130832329.30612244,9177156.068605097,4,7,0
2021-07-03,Alabama,126283022.9,Beverages,117468184.1,141259276.34285715,140483115.0,128692864.52857144,8013061.821951024,5,7,0
2021-07-11,Alabama,184678476.5,Beverages,177379044.8,133582454.60000001,138171856.5142857,162780181.4,15768574.697812965,6,7,0
2021-07-18,Alabama,143840884.1,Beverages,149674825.87142855,184678476.5,142373755.8,161342709.4142857,12602754.62341306,6,7,0
2021-07-25,Alabama,143718288.10000002,Beverages,143735801.81428573,143840884.1,141797727.18571427,143770829.24285716,37833.94691642379,6,7,0
2021-08-08,Alabama,151796622.6,Beverages,151219598.70714286,147757455.35000002,170079613.1,150065550.92142856,1246514.0754635492,6,8,0
2021-08-15,Alabama,149096387.5,Beverages,149482135.37142858,151796622.6,155508767.64285713,150253631.1142857,833310.6432293394,6,8,1
2021-08-22,Alabama,142623393.4,Beverages,143548106.84285715,149096387.5,143753315.52857146,145397533.72857144,1997609.347828505,6,8,0
2021-08-29,Alabama,140962322.6,Beverages,141199618.42857143,142623393.4,146603407.56428573,141674210.08571428,512617.5779217088,6,8,0
2021-09-05,Alabama,136554063.70000002,Beverages,137183814.97142857,140962322.6,150642574.81428573,138443317.51428574,1360418.231537124,6,9,0
2021-09-19,Alabama,133797917.0,Beverages,133994784.62142858,135175990.35000002,144472820.2857143,134388519.86428574,425282.6687831159,6,9,0
2021-09-26,Alabama,133378009.3,Beverages,133437996.11428571,133797917.0,141436914.25714284,133557969.74285713,129586.3295219099,6,9,0
2021-10-01,Alabama,117780959.3,Beverages,120900369.3,133497982.92857143,139073068.7857143,126702128.84489796,6099473.6194690345,4,10,0
2021-10-10,Alabama,198855812.3,Beverages,189847495.3,135797593.3,135569725.59285715,171830861.3,19460188.868686754,6,10,0
2021-10-17,Alabama,195850754.5,Beverages,196280048.47142857,198855812.3,134191652.24285714,197138636.41428572,927380.970753654,6,10,0
2021-10-24,Alabama,189687421.9,Beverages,190567897.9857143,195850754.5,133497982.92857143,192328850.15714285,1902045.7342272513,6,10,0
2021-10-31,Alabama,189048084.9,Beverages,189139418.75714287,189687421.9,117780959.3,189322086.47142857,197303.6817634948,6,10,0
2021-11-04,Alabama,126097508.5,Beverages,141835152.6,189322086.47142857,153814227.3,166604879.26734692,25509353.2206929,3,11,1
2021-11-07,Alabama,137692246.7,Beverages,133827333.96666665,189048084.9,180839178.3,142899700.07142857,16834282.483188577,6,11,0
2021-11-14,Alabama,184911321.39999998,Beverages,178165739.29999998,137692246.7,196709342.44285715,164674575.09999996,14572122.816640738,6,11,0
2021-11-21,Alabama,190608740.7,Beverages,189794823.65714285,184911321.39999998,191448374.07142857,188166989.57142854,1758261.7682616946,6,11,0
2021-11-28,Alabama,177133617.3,Beverages,179058634.92857143,190608740.7,189230752.6142857,182908670.18571427,4158513.363546769,6,11,0
2021-12-09,Alabama,142022732.5,Beverages,145214631.11818182,164366022.82727274,151183410.89999998,151598428.35454544,6895289.093347925,3,12,0
2021-12-12,Alabama,182041354.4,Beverages,168701813.76666668,154790326.97272727,171420157.2,156192537.57272726,14308262.326163473,6,12,0
2021-12-19,Alabama,189045386.7,Beverages,188044810.65714285,182041354.4,188980906.6142857,186043658.57142857,2161491.294269273,6,12,0
2021-12-26,Alabama,183210806.39999998,Beverages,184044317.87142855,189045386.7,180983652.55714285,185711340.81428573,1800590.5718302731,6,12,0
2022-01-05,Alabama,207976102.9,Beverages,205499573.25,190640395.35,151598428.35454547,200546513.95,5349915.497858447,2,1,0
2022-01-16,Alabama,180918293.4,Beverages,183378094.26363638,198136899.44545454,187044234.6142857,188297695.9909091,5313777.188983982,6,1,0
2022-01-23,Alabama,177754218.7,Beverages,178206229.37142855,180918293.4,184877829.34285712,179110250.7142857,976454.6514872187,6,1,0
2022-01-30,Alabama,179630072.6,Beverages,179362093.47142857,177754218.7,195593454.64999998,178826135.2142857,578901.0816299705,6,1,0
2022-02-01,Alabama,179002838.5,Beverages,179316455.55,178290176.95714286,200546513.95,179112837.9663265,359035.9793783307,1,2,0
2022-02-10,Alabama,218622107.1,Beverages,214219966.14444444,187807120.41111112,193217297.71818182,205415684.23333332,9509711.35026697,3,2,0
2022-02-13,Alabama,181195482.0,Beverages,193671023.7,201013543.27777776,185837895.12727273,204155521.96666667,12814556.838965988,6,2,0
2022-02-20,Alabama,178404182.10000002,Beverages,178802939.22857144,181195482.0,178658240.04285714,179600453.4857143,861413.8506467246,6,2,0
2022-02-27,Alabama,192108734.99999997,Beverages,190150941.72857141,178404182.10000002,179094114.34285712,186235355.18571427,4229316.844407584,6,2,0
2022-03-04,Alabama,200427369.5,Beverages,198763642.6,188193148.45714283,183404979.45555556,195394179.31836733,3663178.032533972,4,3,0
2022-03-07,Alabama,226966250.7,Beverages,218119956.96666667,193772461.89999998,196611402.32222223,206583855.35714287,12034896.298088811,0,3,0
2022-03-13,Alabama,194057783.89999998,Beverages,199542528.36666664,218119956.96666667,206146565.4,210512017.29999998,11848402.228499237,6,3,0
2022-03-20,Alabama,194303302.9,Beverages,194268228.75714287,194057783.89999998,179201696.35714287,194198080.47142857,75768.80850766497,6,3,0
2022-03-27,Alabama,195635388.89999998,Beverages,195445090.89999998,194303302.9,188193148.45714283,195064494.89999995,411090.6645030227,6,3,0
2022-04-09,Alabama,227759611.10000002,Beverages,225288517.0846154,210461952.9923077,210512017.29999998,220346329.05384615,5338173.185034671,5,4,0
2022-04-12,Alabama,191867741.4,Beverages,203831697.96666667,217875235.03846154,194057783.89999998,215386710.60109895,13024177.554184968,1,4,0
2022-04-17,Alabama,199965774.7,Beverages,198346168.04,215795654.53333336,194233154.6142857,197047463.75238094,4074340.5707004187,6,4,0
2022-04-24,Alabama,197876829.3,Beverages,198175250.07142857,199965774.7,195254792.89999998,198772091.61428574,644662.5462333523,6,4,0
2022-05-06,Alabama,209711181.6,Beverages,208724985.575,202807809.425,220346329.05384618,206752593.525,2130426.905281373,4,5,0
2022-05-15,Alabama,208193476.8,Beverages,208362110.6666667,209373913.86666667,196726561.38,208699378.40000004,364290.787649651,6,5,0
2022-05-22,Alabama,219547509.4,Beverages,217925504.74285716,208193476.8,198473670.84285715,214681495.42857143,3503930.5315219215,6,5,0
2022-05-29,Alabama,212449962.2,Beverages,213463897.5142857,219547509.4,202807809.425,215491768.14285713,2190350.6189551414,6,5,0
2022-06-02,Alabama,184970125.1,Beverages,191840084.375,215491768.14285713,206752593.525,203070278.37040815,11584337.530411087,3,6,0
2022-06-03,Alabama,197917627.70000002,Beverages,184970125.1,214477832.8285714,207738789.55,200704534.78061226,10507311.479771387,4,6,0
2022-06-11,Alabama,197814663.39999998,Beverages,197827533.93749997,197904757.16250002,208699378.4,197853275.01250002,27803.539165959268,5,6,0
2022-06-19,Alabama,220358695.29999998,Beverages,217540691.31249997,200632667.3875,216303500.08571428,211904683.3375,6087584.376691592,6,6,0
2022-06-26,Alabama,220100178.99999997,Beverages,220137109.89999998,220358695.29999998,214477832.8285714,220210971.7,79779.86245401371,6,6,0
2022-07-08,Alabama,226809534.5,Beverages,226250421.54166666,222895743.79166666,197853275.0125,225132195.625,1207822.034709384,4,7,0
2022-07-17,Alabama,212769922.8,Beverages,214329879.65555558,223689620.7888889,214722687.325,217449793.36666664,3369891.9605250736,6,7,0
2022-07-24,Alabama,215436685.6,Beverages,215055719.4857143,212769922.8,220174040.79999998,214293787.25714284,822980.867209184,6,7,0
2022-07-31,Alabama,221654891.4,Beverages,220766576.2857143,215436685.6,222895743.79166666,218989946.05714288,1918979.971396945,6,7,0
2022-08-05,Alabama,207537233.1,Beverages,210360764.76,219878261.17142856,225691308.5833333,215477564.255102,5356486.971934999,4,8,0
2022-08-14,Alabama,224323609.89999998,Beverages,222458456.9222222,211267539.05555555,215889836.5111111,218728150.96666664,4029190.9372848817,6,8,0
2022-08-21,Alabama,215153556.3,Beverages,216463563.95714286,224323609.89999998,214674753.37142858,219083579.27142859,2829939.97963037,6,8,0
2022-08-28,Alabama,215670829.20000002,Beverages,215596933.0714286,215153556.3,219878261.17142856,215449140.81428573,159633.8827389354,6,8,0
2022-09-01,Alabama,178676923.60000002,Beverages,187925400.00000003,215449140.81428573,216007828.08,202427050.2877551,14934707.985623129,3,9,0
2022-09-10,Alabama,211016006.4,Beverages,207422774.97777778,185863386.44444448,218728150.96666664,200236312.13333336,7762267.038932941,5,9,0
2022-09-18,Alabama,213270227.9,Beverages,212988450.2125,211297784.0875,217773571.6142857,212424894.8375,608709.3757892174,6,9,0
2022-09-25,Alabama,215556915.6,Beverages,215230245.92857143,213270227.9,215523036.94285715,214576906.58571428,705687.1448789808,6,9,0
2022-10-04,Alabama,202888791.1,Beverages,204296360.4888889,212741776.8222222,189456617.86666667,207111499.26666668,3040697.408140144,1,10,0
2022-10-07,Alabama,212433149.4,Beverages,209251696.63333333,208519068.65555555,200236312.13333336,206822238.66190475,3192084.951338073,4,10,0
2022-10-16,Alabama,204418180.9,Beverages,205308732.95555556,210652045.2888889,212706672.525,207089837.06666666,1923812.316837913,6,10,0
2022-10-23,Alabama,198480434.59999996,Beverages,199328684.07142854,204418180.9,214903576.25714284,201025183.0142857,1832428.2906378293,6,10,0
2022-10-30,Alabama,194245501.60000002,Beverages,194850492.02857146,198480434.59999996,208519068.65555555,196060472.88571426,1306928.6975403347,6,10,0
2022-11-09,Alabama,215165394.79999998,Beverages,213073405.48,200521469.56,209761493.23333335,208889426.83999997,4519213.442256367,2,11,0
2022-11-12,Alabama,194239368.7,Beverages,201214710.73333332,206797437.52,207089837.06666666,207393396.49714285,7298603.951220372,5,11,0
2022-11-13,Alabama,194267617.20000002,Beverages,194239368.7,208889426.84,206199285.0111111,205304566.5485714,8747601.760033276,6,11,0
2022-11-20,Alabama,197053090.0,Beverages,196655165.31428573,194267617.20000002,200176933.5428571,195859315.94285718,859615.5685514456,6,11,0
2022-11-27,Alabama,192420636.6,Beverages,193082415.65714285,197053090.0,195455482.45714286,194405973.77142859,1429606.1563353532,6,11,0
2022-12-06,Alabama,209838487.5,Beverages,207903170.73333332,196291270.13333333,208889426.84,204032537.20000002,4180762.04468607,1,12,0
2022-12-18,Alabama,200415284.1,Beverages,201200551.04999998,205912152.75,196257240.62857142,202771084.95000002,1696370.494001768,6,12,0
2022-12-25,Alabama,200741723.89999998,Beverages,200695089.64285713,200415284.1,193744194.7142857,200601821.12857145,100741.5095430173,6,12,1
2023-01-01,Alabama,184497797.3,Beverages,186818358.24285716,200741723.89999998,202097220.43333334,191459480.12857142,5012984.581839228,6,1,0
2023-01-15,Alabama,185544784.3,Beverages,185469999.5142857,185021290.8,201985818.0,185320429.94285718,161553.60154057347,6,1,0
2023-01-22,Alabama,182246124.7,Beverages,182717361.78571427,185544784.3,200648455.38571426,183659835.95714283,1017988.453340546,6,1,0
2023-01-29,Alabama,183105937.6,Beverages,182983107.18571427,182246124.7,189138919.18571427,182737446.35714287,265344.02166384924,6,1,0
2023-02-04,Alabama,205535418.60000002,Beverages,201797171.76666668,182983107.18571427,184796936.44285715,194320678.1,8075536.131160931,5,2,0
2023-02-19,Alabama,191443698.2,Beverages,192383146.22666666,198019834.3866667,183188598.87142858,194262042.28,2029439.6868258,6,2,0
2023-02-26,Alabama,199003415.99999997,Beverages,197923456.3142857,191443698.2,182860276.77142856,195763536.94285712,2332979.562622,6,2,0
2023-03-19,Alabama,210866566.7,Beverages,210301654.76190475,206912183.13333333,193322594.25333333,209171830.88571426,1220349.2627578815,6,3,0
2023-03-26,Alabama,202214026.20000002,Beverages,203450103.41428572,210866566.7,196843496.6285714,205922257.84285715,2670231.9696716303,6,3,0
2023-04-16,Alabama,203132040.5,Beverages,203088325.53333333,202826035.73333335,209736742.8238095,203000895.6,94435.12137193105,6,4,0
2023-04-23,Alabama,206852538.60000002,Beverages,206321038.87142858,203132040.5,204686180.62857145,205258039.41428572,1148170.6407296548,6,4,0
2023-04-30,Alabama,211451722.70000002,Beverages,210794696.4,206852538.60000002,202432601.03333336,209480643.8,1419339.0274572836,6,4,0
2023-05-02,Alabama,192305583.9,Beverages,201878653.3,208166591.20000002,202520030.96666667,206410369.67142862,6991210.1115404265,1,5,0
2023-05-03,Alabama,209478342.50000003,Beverages,192305583.9,208823617.50000003,202563745.93333334,206503901.81428576,7033130.731340379,2,5,0
2023-07-05,Alabama,219573277.3,Beverages,219413040.23968256,218451617.87777779,214766165.49047622,219092566.11904764,346151.61279545445,2,7,0
2023-08-01,Alabama,186490147.6,Beverages,187715448.7,195067255.3,219092566.11904764,190166050.9,2646952.9021926997,1,8,0
2023-09-04,Alabama,202345731.9,Beverages,201879391.18529412,199081346.8970588,188355510.45882353,200946709.75588232,1007411.0830503737,0,9,0
2023-12-02,Alabama,191999971.10000002,Beverages,192116215.60337082,192813682.62359554,195487306.20112363,192348704.6101124,251116.82800947648,5,12,0
2023-12-03,Alabama,218905535.8,Beverages,191999971.10000002,192697438.12022474,195371061.69775283,196092718.56436595,10061465.61828409,6,12,0
2019-03-11,Arizona,115424158.7,Beverages,115315148.97413793,114661090.61896552,112153866.92413794,115097129.5224138,235487.92230573148,0,3,0
2019-06-10,Arizona,119877789.3,Beverages,119828848.3043956,119535202.33076923,118409559.43186814,119730966.3131868,105724.63401116367,0,6,0
2019-08-12,Arizona,110405117.1,Beverages,110555476.97619048,111457636.23333332,114915913.38571428,110856196.72857143,324814.4563443305,0,8,1
2019-10-11,Arizona,120785283.0,Beverages,120612280.235,119574263.645,115595200.05,120266274.70500001,373728.6866907212,4,10,0
2019-10-13,Arizona,117122711.6,Beverages,118953997.3,119920269.175,115941205.58,119753299.46428572,1304543.6718225603,6,10,0
2019-10-20,Arizona,116127753.8,Beverages,116269890.62857142,117122711.6,117152224.935,116554164.28571428,307050.6432217456,6,10,0
2019-10-27,Arizona,115216831.39999999,Beverages,115346963.17142856,116127753.8,118363244.28999999,115607226.7142857,281116.75575089577,6,10,1
2019-11-17,Arizona,116490977.0,Beverages,116430303.4,116066261.8,116412027.45714286,116308956.20000002,131069.95627954863,6,11,0
2019-11-24,Arizona,114640798.30000001,Beverages,114905109.54285716,116490977.0,115477094.94285713,115433732.02857144,570977.5428769308,6,11,0
2019-12-15,Arizona,110395320.6,Beverages,110597486.2047619,111810479.83333333,116369629.8,111001817.4142857,436727.6208654421,6,12,0
2019-12-22,Arizona,117291973.5,Beverages,116306737.37142856,110395320.6,115169420.7857143,114336265.11428571,2128353.2919915067,6,12,0
2019-12-29,Arizona,108536780.4,Beverages,109787522.27142859,117291973.5,113629970.27619049,112289006.01428571,2701911.2497898657,6,12,0
2020-01-03,Arizona,118349205.6,Beverages,116386720.56,111038264.14285715,112619142.25238095,112920782.89591837,3625192.5078015146,4,1,0
2020-01-11,Arizona,123994824.2,Beverages,123289121.875,119054907.925,111001817.4142857,121877717.22500001,1524491.2595300602,5,1,0
2020-01-19,Arizona,110294021.9,Beverages,112006622.1875,122282223.91250001,115321501.24285714,115431822.7625,3699639.4611020787,6,1,0
2020-01-26,Arizona,109185129.2,Beverages,109343542.44285715,110294021.9,111038264.14285715,109660368.92857143,342211.71671503334,6,1,1
2020-02-02,Arizona,115328264.30000001,Beverages,114450673.57142858,109185129.2,118349205.6,112695492.11428571,1895812.6503992241,6,2,0
2020-02-08,Arizona,135907143.5,Beverages,132477330.3,114450673.57142858,122583419.55,125617703.89999999,7409243.331058975,5,2,0
